adresse_code,patient_code,pays_code,ville,code_postal,rue,numero_rue,date_debut_validite,date_fin_validite,date_creation,date_derniere_modification
ADR_0009412,PAT_04685,DE,Ramos,96333,rue Cécile Bertrand,57,2016-09-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009413,PAT_04686,FR,Berthelot,10415,boulevard de Maillot,102,1967-05-21,1969-11-13,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009414,PAT_04686,CH,Pichon-les-Bains,1024,avenue de Bernard,173,1970-10-27,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009415,PAT_04687,FR,Benoit,27886,avenue Valette,178,1965-08-18,1968-04-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009416,PAT_04687,FR,Sainte Léon,89023,boulevard Geneviève Techer,193,1968-09-13,1970-10-28,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009417,PAT_04687,CH,Texier-sur-Leroy,4538,avenue Lucie Garcia,184,1971-06-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009418,PAT_04688,IT,Vasseur,35114,rue de Albert,198,1993-02-09,1996-08-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009419,PAT_04688,CH,Lambert,2147,rue de Durand,164,1996-12-11,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009420,PAT_04689,CH,Moulin,1580,rue François Gay,103,2017-11-02,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009421,PAT_04690,CH,Rodriguez,7957,avenue de Hamon,70,2000-09-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009422,PAT_04691,DE,Barbier,13948,rue Baudry,41,1986-07-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009423,PAT_04692,DE,Ramosnec,44244,chemin Christelle Perez,97,1978-06-02,1980-09-18,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009424,PAT_04692,CH,Dumas,4899,rue Diane Nicolas,119,1980-11-24,1982-10-09,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009425,PAT_04692,CH,Brunel,7155,avenue Thierry,85,1983-09-19,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009426,PAT_04693,IT,MaréchalVille,71351,rue Victor Benoit,132,2032-04-04,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009427,PAT_04694,DE,ChauveauBourg,79402,boulevard Pereira,138,1998-07-23,2000-04-12,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009428,PAT_04694,CH,Dupuydan,2007,avenue de Didier,117,2000-12-26,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009429,PAT_04695,FR,BarthelemyBourg,76037,rue Blin,179,1984-03-31,1985-04-18,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009430,PAT_04695,CH,Saint Louis,1116,rue de Dubois,163,1986-04-09,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009431,PAT_04696,DE,Techernec,33766,chemin Leduc,84,1983-03-02,1984-05-03,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009432,PAT_04696,IT,Fernandez,88238,boulevard Alexandrie Perret,5,1984-06-27,1988-10-09,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009433,PAT_04696,DE,Lenoir,16595,boulevard Margaud Grenier,53,1989-04-16,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009434,PAT_04697,CH,Sainte JulietteBourg,1502,boulevard Marcelle Fernandes,162,1980-03-30,1981-07-21,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009435,PAT_04697,IT,Saint Alfred,70321,rue Gilbert,169,1982-04-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009436,PAT_04698,FR,Bigotboeuf,23360,rue de Couturier,135,2026-08-27,2027-09-17,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009437,PAT_04698,DE,Arnauddan,72107,rue Camus,1,2028-08-24,2031-01-09,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009438,PAT_04698,FR,Valentindan,27485,boulevard de Leleu,138,2031-12-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009439,PAT_04699,CH,Guérin,8077,chemin de Dijoux,65,1967-06-30,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009440,PAT_04700,DE,Mace-sur-Aubert,75700,chemin Charlotte Jacquet,46,1967-02-06,1968-03-14,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009441,PAT_04700,CH,Marquesnec,2362,chemin de Gimenez,147,1968-05-02,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009442,PAT_04701,DE,Bonnin-sur-Mer,52539,rue de Poulain,121,1999-02-28,2000-10-03,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009443,PAT_04701,DE,Collet-la-Forêt,17809,rue Tanguy,1,2000-11-27,2004-04-04,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009444,PAT_04701,FR,Rocher-les-Bains,76611,chemin Faivre,134,2004-07-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009445,PAT_04702,IT,Sainte William-sur-Mer,63236,boulevard de Laroche,41,1989-05-15,1994-05-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009446,PAT_04702,FR,Saint Henriettenec,64873,boulevard de Delannoy,69,1994-12-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009447,PAT_04703,IT,LemoineBourg,75429,rue Camus,54,2014-09-29,2019-02-13,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009448,PAT_04703,CH,Texier,3228,chemin Constance Gimenez,1,2020-01-06,2023-04-28,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009449,PAT_04703,IT,Bouvet-les-Bains,61151,avenue Mahe,18,2023-12-24,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009450,PAT_04704,DE,Turpin-sur-Delmas,70698,rue Guilbert,15,1979-09-14,1983-04-18,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009451,PAT_04704,DE,Brunet,67955,rue de Blanchet,86,1983-06-17,1986-02-10,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009452,PAT_04704,IT,Chauvin,33515,boulevard de Jourdan,52,1986-06-19,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009453,PAT_04705,DE,Maillet,62181,boulevard Alfred Bonnet,53,1968-11-26,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009454,PAT_04706,IT,Saint MauriceVille,16406,rue Gauthier,22,1979-08-28,1980-11-14,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009455,PAT_04706,IT,Dufour-sur-Boucher,49461,chemin de Antoine,75,1981-09-04,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009456,PAT_04707,FR,Bourgeois,57401,rue Masse,8,2001-04-02,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009457,PAT_04708,FR,Dumasboeuf,17333,boulevard de Techer,114,2021-06-29,2023-07-26,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009458,PAT_04708,FR,Camus,31712,chemin de Lambert,45,2024-04-14,2026-06-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009459,PAT_04708,IT,Dumas,82612,rue de Diallo,196,2026-10-31,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009460,PAT_04709,FR,Saint Henri-sur-Mer,10610,rue de Bouchet,48,2014-11-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009461,PAT_04710,CH,BertinVille,5720,chemin Robin,80,1988-05-16,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009462,PAT_04711,CH,Collin,5990,boulevard Vasseur,43,1963-01-07,1964-01-17,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009463,PAT_04711,FR,Denis,19962,rue Rey,153,1964-04-19,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009464,PAT_04712,CH,Marion-sur-Schneider,6133,rue de Peron,82,1973-10-12,1977-06-16,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009465,PAT_04712,CH,Saint Laurent,8517,rue Martins,69,1977-08-02,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009466,PAT_04713,CH,Gérard,3533,boulevard Baudry,57,1998-06-28,2001-06-17,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009467,PAT_04713,IT,Daniel-sur-Boutin,85730,boulevard Peltier,186,2001-07-28,2004-09-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009468,PAT_04713,CH,Charpentier,9374,rue Lemaître,155,2005-06-27,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009469,PAT_04714,CH,MaillotVille,8901,boulevard de Renault,29,1998-08-14,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009470,PAT_04715,CH,Cousinnec,5065,chemin de Gosselin,109,1973-03-31,1976-07-16,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009471,PAT_04715,CH,Alves,9474,boulevard Jeanne Delannoy,59,1976-11-26,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009472,PAT_04716,CH,Saint Léon,8869,chemin Roger Prévost,151,1971-02-26,1972-11-20,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009473,PAT_04716,DE,Denis,40943,chemin de Martel,68,1973-09-15,1974-10-24,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009474,PAT_04716,IT,Moulin,75851,avenue Jeanne Voisin,94,1975-07-09,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009475,PAT_04717,FR,Humbert,20352,rue Honoré Ollivier,168,2029-02-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009476,PAT_04718,FR,Pierre,23395,boulevard Chauvet,194,2009-11-30,2013-10-27,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009477,PAT_04718,CH,Gillet-sur-Lefèvre,4307,rue Jérôme Lopez,77,2014-10-26,2018-03-31,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009478,PAT_04718,DE,LemaireBourg,70560,rue De Sousa,90,2018-12-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009479,PAT_04719,CH,Sainte Paulette,4133,avenue Baudry,45,1984-05-30,1987-12-24,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009480,PAT_04719,IT,Ledouxboeuf,17717,boulevard Carre,123,1988-01-24,1991-11-17,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009481,PAT_04719,DE,Roche,77006,rue Philippe Gautier,91,1992-10-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009482,PAT_04720,DE,Le GallVille,32488,avenue de Dias,115,2018-07-06,2019-12-06,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009483,PAT_04720,IT,Guillet,80580,boulevard Émilie Perrin,187,2020-08-04,2025-02-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009484,PAT_04720,CH,TorresBourg,3832,avenue de Hervé,62,2025-04-11,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009485,PAT_04721,CH,Vincent,5414,avenue de Fleury,175,2031-08-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009486,PAT_04722,IT,Bigot,51535,rue Marguerite Jacques,200,1965-10-11,1969-08-31,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009487,PAT_04722,DE,Marin-la-Forêt,29523,chemin Lemaire,167,1970-05-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009488,PAT_04723,FR,Saint Aurore,15007,boulevard Émilie Guillet,113,1967-01-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009489,PAT_04724,DE,HebertBourg,41028,boulevard Carlier,11,2002-07-01,2005-05-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009490,PAT_04724,DE,Bertindan,49762,chemin Victoire Fabre,162,2005-08-01,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009491,PAT_04725,CH,Sainte Williamdan,8890,avenue de Dupont,164,2015-09-08,2020-07-04,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009492,PAT_04725,FR,Valletnec,27524,boulevard de Godard,147,2021-04-25,2025-02-26,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009493,PAT_04725,FR,Marty,28515,chemin Renault,36,2025-08-13,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009494,PAT_04726,CH,Saint Sophie,4593,boulevard Legendre,101,2014-12-04,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009495,PAT_04727,CH,Gay,1045,chemin De Sousa,74,1981-11-18,1984-05-29,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009496,PAT_04727,DE,Guillot,88781,avenue Suzanne Lebon,176,1984-08-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009497,PAT_04728,FR,PotierVille,43906,boulevard Loiseau,20,1971-09-27,1974-12-28,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009498,PAT_04728,CH,Lejeune,1937,chemin Poulain,27,1975-08-02,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009499,PAT_04729,IT,Maillard,51379,rue Frédéric Peron,132,2006-11-15,2010-01-05,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009500,PAT_04729,FR,Lecoqboeuf,75397,boulevard Alexandrie Buisson,173,2010-05-20,2012-09-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009501,PAT_04729,DE,Baudry,48908,boulevard de Fernandes,197,2012-11-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009502,PAT_04730,CH,Sainte BrigitteVille,6937,chemin de Diaz,62,1975-02-17,1976-07-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009503,PAT_04730,DE,Schneidernec,71274,boulevard Monnier,136,1976-09-21,1980-02-09,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009504,PAT_04730,CH,Navarro-les-Bains,6307,rue Guillou,126,1981-01-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009505,PAT_04731,IT,Lebrun,32996,chemin Matthieu Peron,2,1991-05-08,1996-04-24,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009506,PAT_04731,IT,Becker-la-Forêt,95638,boulevard Maurice Martel,31,1997-02-02,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009507,PAT_04732,CH,Ledoux,5542,boulevard Alexandre Jacquot,21,1972-05-10,1977-03-26,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009508,PAT_04732,IT,Bodindan,44258,avenue de Gimenez,94,1977-07-14,1979-07-21,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009509,PAT_04732,FR,Valette-sur-Mer,64670,chemin de Blin,96,1980-03-08,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009510,PAT_04733,FR,Sainte Inèsdan,60091,chemin Navarro,102,1960-06-11,1964-12-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009511,PAT_04733,DE,Vallet-les-Bains,86865,boulevard de Hernandez,102,1965-04-22,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009512,PAT_04734,CH,Martineznec,5362,rue Marques,153,1990-08-23,1992-11-01,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009513,PAT_04734,IT,Sainte Guynec,68679,avenue Susan Camus,58,1993-02-01,1996-08-04,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009514,PAT_04734,CH,DiasVille,5868,rue de Lacombe,99,1996-09-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009515,PAT_04735,FR,Pineaunec,30632,rue Céline Pineau,67,1999-01-04,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009516,PAT_04736,FR,Bonnet,58560,rue de Brun,30,1971-09-01,1973-03-03,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009517,PAT_04736,DE,Blot,93038,boulevard Huet,49,1973-04-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009518,PAT_04737,IT,Lambert-sur-Renard,94864,rue Robin,94,2003-08-22,2008-01-24,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009519,PAT_04737,IT,Gomes,28945,rue Samson,34,2008-06-14,2010-08-27,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009520,PAT_04737,CH,Dufour-la-Forêt,4418,chemin Adrien Michel,153,2011-06-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009521,PAT_04738,FR,David-sur-Dumas,31734,rue Gilles Bailly,66,2023-09-11,2028-04-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009522,PAT_04738,FR,Renard-la-Forêt,70214,chemin Hubert,65,2028-07-09,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009523,PAT_04739,IT,Sainte Andrée,95715,avenue de Torres,48,1959-05-13,1961-08-27,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009524,PAT_04739,IT,Sainte Madeleine,80451,rue de Guilbert,196,1962-01-11,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009525,PAT_04740,DE,Renaud,14710,rue Alexandre,181,1970-10-07,1973-03-31,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009526,PAT_04740,DE,Duhamel-les-Bains,38742,boulevard de Renault,42,1973-12-20,1976-05-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009527,PAT_04740,IT,Bourgeoisboeuf,27479,chemin Alex Fleury,187,1976-08-19,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009528,PAT_04741,DE,Rodrigues,96533,rue Dominique Laroche,44,1960-09-22,1964-02-24,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009529,PAT_04741,DE,Noëldan,77680,boulevard Célina Boutin,54,1964-10-19,1967-04-27,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009530,PAT_04741,IT,Saint Valentine,76669,rue de Baudry,148,1967-08-04,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009531,PAT_04742,IT,Saint Virginie,87604,avenue Joséphine Foucher,29,1989-04-06,1992-11-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009532,PAT_04742,CH,Blin,1634,rue de Monnier,168,1993-07-02,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009533,PAT_04743,IT,Sainte Dorothée-la-Forêt,70329,boulevard de Guillou,173,1957-01-01,1959-07-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009534,PAT_04743,DE,Guichard,95060,rue de Gonzalez,27,1960-06-08,1963-11-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009535,PAT_04743,FR,Saint Chantal,34630,chemin Hamel,176,1964-06-16,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009536,PAT_04744,IT,RivièreBourg,76567,rue Aurore Buisson,157,2035-04-25,2039-03-26,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009537,PAT_04744,FR,Leblanc-sur-Morel,79075,chemin Capucine Aubert,134,2040-03-10,2044-09-28,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009538,PAT_04744,IT,Saint Jérômeboeuf,15903,chemin Besson,28,2045-01-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009539,PAT_04745,CH,Thibault,2509,chemin Lorraine Payet,196,1981-02-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009540,PAT_04746,DE,Michaudnec,82331,avenue Gabriel Weiss,35,2010-09-26,2014-12-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009541,PAT_04746,FR,Bertrand-sur-Giraud,74655,rue Munoz,97,2015-05-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009542,PAT_04747,FR,Vaillant-les-Bains,76076,avenue de Laporte,145,2008-09-27,2009-12-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009543,PAT_04747,IT,Sainte André,32883,boulevard Thierry Marin,59,2010-02-14,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009544,PAT_04748,FR,Vincent,71305,rue Jeanne Blanc,103,2011-06-09,2015-12-26,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009545,PAT_04748,IT,Barthelemyboeuf,96464,rue de Gimenez,33,2016-02-21,2020-11-12,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009546,PAT_04748,CH,Rolland-les-Bains,4013,avenue Michelle Chauvin,64,2021-02-20,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009547,PAT_04749,IT,Diaz-sur-Guilbert,57425,rue Gérard Nicolas,26,2002-08-26,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009548,PAT_04750,DE,Renault,97319,rue de Raymond,20,2017-09-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009549,PAT_04751,DE,Berniernec,59148,rue de Guibert,107,1994-01-26,1998-09-06,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009550,PAT_04751,CH,Moulin,7390,avenue Éléonore Godard,164,1999-09-02,2002-03-29,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009551,PAT_04751,DE,Breton-sur-Teixeira,55200,chemin Ferreira,24,2002-10-04,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009552,PAT_04752,DE,Sainte Michelboeuf,63976,chemin Gilbert Dumas,192,1980-06-16,1982-08-06,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009553,PAT_04752,DE,Sainte Pierre-les-Bains,60471,rue de Chauvet,3,1983-02-18,1984-08-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009554,PAT_04752,CH,Berger-la-Forêt,6314,rue Olivie Petit,90,1985-03-23,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009555,PAT_04753,IT,Cohenboeuf,45714,boulevard de Dijoux,17,2018-07-28,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009556,PAT_04754,DE,Laurentdan,58290,avenue de Gomez,29,2002-01-20,2003-06-04,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009557,PAT_04754,IT,Clément-les-Bains,19486,rue Tristan Voisin,158,2003-07-30,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009558,PAT_04755,FR,Brunet-sur-Collin,64940,rue de Blot,28,1990-04-25,1993-09-24,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009559,PAT_04755,FR,Grégoire,90926,avenue Daniel,75,1994-02-18,1997-11-27,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009560,PAT_04755,DE,Sainte Bernardnec,57333,rue de Weiss,102,1998-06-22,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009561,PAT_04756,IT,Lambert,40595,rue de Millet,98,1998-08-24,2001-11-03,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009562,PAT_04756,DE,Sainte Catherine-sur-Mer,62699,rue Maurice,47,2002-08-31,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009563,PAT_04757,CH,Kleinnec,6127,rue Roger Dijoux,9,2017-03-26,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009564,PAT_04758,IT,Ribeiro,66964,rue de Descamps,43,1979-06-13,1982-07-30,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009565,PAT_04758,CH,Saint Thierryboeuf,1655,avenue Ruiz,141,1983-03-28,1985-01-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009566,PAT_04758,CH,Rey,2272,chemin Fischer,70,1985-08-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009567,PAT_04759,CH,Fouquet-sur-Millet,8618,boulevard Henri Baron,184,1976-09-09,1980-03-21,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009568,PAT_04759,CH,Saint Maurice,4258,chemin de Brunel,165,1980-06-05,1985-02-24,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009569,PAT_04759,CH,Lesage-la-Forêt,9462,boulevard Sébastien Dijoux,89,1985-12-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009570,PAT_04760,IT,Sainte Margot,16340,rue Devaux,108,2009-05-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009571,PAT_04761,IT,Hernandez,17416,avenue de Cousin,118,2009-12-09,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009572,PAT_04762,CH,Blanchard,7503,avenue Gaillard,186,1974-09-24,1978-07-20,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009573,PAT_04762,DE,Guillou-sur-Weiss,11586,chemin Godard,187,1978-09-08,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009574,PAT_04763,DE,Rémy-sur-Imbert,57356,rue Étienne Samson,42,1959-03-26,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009575,PAT_04764,IT,Neveu,69620,avenue Barbe,59,1989-06-28,1990-10-22,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009576,PAT_04764,IT,Chrétien,60066,rue Samson,61,1991-05-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009577,PAT_04765,CH,Sainte Christelle,1073,chemin de Bigot,47,1981-12-09,1983-10-08,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009578,PAT_04765,IT,Saint HenriVille,98456,rue de Mercier,60,1984-05-16,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009579,PAT_04766,CH,Sainte Marianne-les-Bains,3325,rue de Blot,108,1990-08-27,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009580,PAT_04767,DE,Sainte Alix,57947,avenue de Guyot,85,1961-12-04,1966-11-27,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009581,PAT_04767,DE,Saint Manon-sur-Mer,18112,avenue de Petit,15,1967-10-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009582,PAT_04768,DE,Voisin-sur-Vallet,68176,chemin Raymond,191,1980-12-01,1984-04-09,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009583,PAT_04768,DE,Giraud,25962,rue Boulanger,39,1984-05-28,1985-12-05,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009584,PAT_04768,FR,Mercier-les-Bains,84415,boulevard Leconte,144,1986-10-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009585,PAT_04769,CH,Delorme-sur-Leduc,5653,chemin de Brun,177,1984-05-11,1986-04-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009586,PAT_04769,IT,Deschamps,91965,rue Brigitte Joubert,118,1987-02-10,1990-10-30,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009587,PAT_04769,IT,Lacroixboeuf,13021,boulevard de Charpentier,141,1991-01-10,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009588,PAT_04770,FR,De Sousa,12160,chemin Perrin,35,1965-08-30,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009589,PAT_04771,CH,Rocher,5347,rue Lefebvre,50,1978-04-02,1980-07-06,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0009590,PAT_04771,CH,Cordierboeuf,9618,chemin de Thomas,28,1980-09-02,,2025-01-01 00:00:00,2025-01-01 00:00:00
