patient_code,prenom,nom,sexe_code,date_naissance,ville_naissance,pays_naissance_code,nationalite_code,date_deces,ville_deces,etat_civil_code,numero_securite_sociale,confession_code,indicateur_vip,date_creation,date_derniere_modification
PAT_05721,Océane,Dumont,M,1973-05-17,Chauveau-sur-Mer,DE,DE,,,DI,7687475672696,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05722,Jules,Lopez,F,1953-05-07,Roger,FR,FR,,,IN,9737814038031,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05723,Lucy,Caron,M,1981-08-18,HenryBourg,IT,IT,,,VE,9137275646140,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05724,Patricia,Sanchez,F,1976-01-28,Lemaîtredan,IT,IT,,,MA,5496103697768,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05725,Aurélie,Seguin,F,2019-12-23,Sainte Francknec,IT,XXX,,,IN,9286137134363,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05726,Jacques,Boyer,M,1975-05-20,Barbier,FR,US,,,IN,7074958358115,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05727,Laetitia,Devaux,F,1977-10-19,Noël,FR,CH,,,MA,4505228881574,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05728,Sébastien,Royer,F,1962-09-02,Antoine-sur-Mer,CH,CH,,,DI,3842472427011,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05729,Arthur,Besson,F,1972-10-09,Duval,DE,GB,1992-10-20,DelormeVille,SE,0543494103558,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05730,Marc,Mary,M,2005-06-26,Lemoine,IT,IT,,,DI,1649785963906,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05731,Antoine,Arnaud,F,1980-01-06,ColasVille,FR,FR,,,IN,8338155123442,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05732,Étienne,Da Costa,M,1952-01-18,Potier,FR,FR,,,DI,3075040731186,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05733,Anastasie,Royer,F,1979-02-12,GarnierVille,FR,XXX,,,VE,9000237385780,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05734,Audrey,Morvan,M,1953-02-06,Saint Catherine,CH,CH,,,VE,8858737823780,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05735,Célina,Thierry,M,1997-07-04,Saint Susan,CH,CH,,,IN,6743055881146,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05736,Édouard,Alexandre,F,1999-02-19,Cohen,CH,DE,,,IN,0364062470266,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05737,Renée,Fournier,M,1957-01-07,Pottier,CH,CH,,,CE,6865670042258,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05738,Alain,David,F,1983-04-25,Guillon,CH,FR,,,SE,3055876821338,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05739,Louis,Guillaume,F,1956-10-14,Pasquier,IT,GB,,,VE,1156344748879,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05740,Victoire,Albert,F,1952-12-05,Fleury,CH,CH,,,CE,9834488375185,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05741,Roger,Mallet,F,1979-11-15,Hubert-sur-Marie,IT,IT,,,VE,5870474712483,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05742,Susan,Besnard,F,1972-03-03,Thibault,CH,CH,,,DI,0319068220758,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05743,Roger,Hebert,F,1958-02-12,GuillotVille,FR,FR,,,CE,2499630556103,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05744,Élodie,Louis,F,1961-10-25,David-sur-Traore,IT,IT,,,MA,0524456283738,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05745,Anastasie,Boulay,F,2019-06-04,Bertin,FR,FR,,,CE,9706346399818,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05746,Charles,Barbier,M,1992-10-01,Chauvet,CH,CH,,,DI,3143650350496,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05747,Nathalie,Raymond,M,1972-03-17,GermainBourg,DE,DE,,,CE,3754760383045,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05748,Marthe,Texier,F,1990-06-07,Gallet,FR,FR,,,IN,8532081213153,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05749,Josette,Jean,M,1985-09-19,Pinto,CH,IT,1991-07-15,,MA,0855507905973,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05750,Martine,Barbier,M,1954-03-08,ArnaudBourg,CH,CH,,,IN,9636104341667,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05751,Hugues,Baudry,F,1963-07-08,Sainte Matthieuboeuf,FR,FR,,,DI,1856626705192,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05752,Manon,Rousseau,F,1974-11-07,Leleu,FR,FR,,,CE,9964280853169,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05753,Geneviève,Gilbert,M,1961-06-19,Saint Véronique,FR,FR,,,DI,6808355790310,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05754,Aurore,Wagner,F,1972-03-01,Sauvagenec,FR,FR,,,CE,7820278096833,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05755,Madeleine,Rémy,M,1996-09-15,De Sousa,IT,IT,,,VE,5674664896017,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05756,Jacques,Lenoir,M,1951-07-07,Hamon,CH,CH,,,DI,1102174849795,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05757,Lucas,Pruvost,M,1990-12-22,Aubryboeuf,CH,CH,,,DI,5251145503398,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05758,Alphonse,Sauvage,F,1969-05-17,Sainte Thibaut,IT,IT,,,MA,8587157091131,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05759,Sylvie,Bernard,M,1953-09-24,Bouvetdan,FR,FR,,,VE,3135732469695,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05760,Aimée,Chrétien,F,1963-01-10,Simon-les-Bains,CH,CH,,,CE,4670109016093,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05761,Benjamin,Morvan,M,1984-06-06,Saint Geneviève,DE,DE,,,CE,4884672760022,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05762,Zoé,Picard,F,1972-04-19,Lambert-sur-Gaillard,FR,FR,,,DI,6284278747755,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05763,Julien,Leleu,F,1984-02-10,Sainte Philippine-la-Forêt,DE,CH,,,VE,4351158791627,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05764,Sylvie,Gomez,F,1991-01-09,David-sur-Guyot,FR,IT,,,SE,4976726326199,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05765,Raymond,Allard,F,1964-06-27,Fontaine-sur-Mary,IT,US,,,IN,7311488034018,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05766,Maurice,Giraud,F,1960-10-16,Lévêque,IT,IT,,,CE,7588376308510,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05767,Léon,Hoarau,M,1988-09-01,Giraud,IT,CH,,,CE,5501712579388,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05768,Aimé,Brun,M,1956-12-06,Pelletier,CH,CH,,,VE,0379634737742,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05769,Daniel,Fournier,M,1977-09-22,Besson,CH,DE,,,VE,9808845155374,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05770,Manon,Rémy,F,1978-07-22,Lopez,IT,IT,,,DI,3491209876941,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05771,Gabriel,Maurice,F,1961-06-22,Marques,IT,IT,,,MA,9142438448588,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05772,Roland,Boulanger,F,1963-01-08,Saint Dominique,DE,DE,1969-04-22,Blin-la-Forêt,DI,7142877488163,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05773,Marine,Guillaume,F,1992-08-22,Leclercq-sur-Faivre,FR,FR,,,CE,4121016168764,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05774,Philippine,Moulin,M,1965-10-03,Goncalves,IT,IT,,,CE,9888479954392,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05775,Théodore,Hoarau,F,2014-01-09,Goncalvesnec,FR,FR,,,IN,2684805435150,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05776,Gilles,Robert,M,1997-02-26,Michelboeuf,FR,FR,,,VE,5125172833578,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05777,Geneviève,Letellier,M,1968-09-15,Imbert-sur-Mer,CH,CH,,,IN,1714839705238,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05778,Gérard,Marchand,M,1962-07-05,Chrétien,DE,DE,,,CE,1365904845878,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05779,Richard,Robin,M,1959-03-23,Delorme,IT,IT,,,SE,7246898414747,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05780,Bertrand,Hebert,F,1984-11-05,Hamel,FR,FR,,,DI,9778561026572,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05781,Joséphine,Carlier,F,1958-09-21,Raymond,DE,DE,,,MA,7919941395608,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05782,Joséphine,Bonneau,F,1977-03-04,Lefèvre,CH,CH,,,SE,6170791734762,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05783,Georges,Meunier,F,2011-12-19,Mahe,IT,GB,,,DI,0516843476628,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05784,Andrée,Philippe,M,1980-02-10,Sainte Céline-la-Forêt,CH,CH,,,VE,6168643005423,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05785,Jacqueline,Guichard,F,1978-06-08,Leroux,DE,DE,,,MA,2907730522168,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05786,Christophe,Garcia,M,1966-12-05,Vidal-la-Forêt,DE,DE,,,CE,6640443237924,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05787,Lucy,Morin,M,1967-10-09,Martins-sur-Pons,FR,FR,,,IN,8151903654217,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05788,Zacharie,Loiseau,F,1952-11-09,Saint Julesnec,DE,DE,,,CE,9787793912729,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05789,Caroline,Sanchez,M,1997-04-13,Roussel,CH,CH,,,VE,8786150091825,UNKNOWN,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05790,Christine,Guichard,F,1958-10-12,Mace,IT,IT,,,DI,9067371975456,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05791,Andrée,Rodriguez,M,2016-01-20,Parisdan,FR,FR,2018-09-25,Fernandes,DI,3458994797836,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05792,Margot,Grégoire,F,1971-07-01,Deschampsnec,CH,CH,1972-05-28,Saint MartineVille,VE,6379916505416,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05793,Laure,Lamy,M,1982-05-03,Sainte Suzanne-sur-Mer,CH,CH,1986-01-10,Saint Henriette,VE,6482202752377,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05794,Jeanne,Leroux,F,1957-10-15,Royerboeuf,DE,ES,,,IN,1205737909059,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05795,Guillaume,Dupuy,F,1984-01-17,Saint Jacques,FR,FR,,,IN,8736474891706,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05796,Maryse,Gautier,F,1963-09-07,Sainte Marie-sur-Mer,IT,IT,1966-11-14,Monnier,SE,0297277990192,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05797,Alain,Prévost,M,1979-07-03,Sainte Marc-les-Bains,DE,DE,,,CE,3842579652607,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05798,Eugène,Blin,M,1964-03-18,Sainte NoëlVille,DE,DE,,,IN,1466045096466,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05799,Diane,Pichon,F,1977-12-21,Maurydan,DE,DE,,,MA,8187301386037,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05800,Lucie,Joly,M,1966-05-07,Turpin,DE,DE,,,,6722965048858,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05801,Josette,Marchand,F,1974-03-10,Jacquot,CH,CH,,,DI,4545714083684,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05802,Nicole,Deschamps,M,2015-03-06,Brunet,CH,CH,,,CE,0241476341908,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05803,Éric,Charrier,F,1960-09-02,Huet-la-Forêt,IT,IT,1970-06-22,Bonnin,SE,1481004332875,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05804,Élodie,Masson,F,1996-10-28,Arnaud-sur-Guyon,DE,DE,,,CE,4819356280811,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05805,Aimé,Hernandez,M,2011-02-12,Guilletdan,FR,FR,,,CE,4725692698701,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05806,Augustin,Perret,F,1968-09-06,Couturiernec,CH,ES,,,IN,0435213565367,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05807,Véronique,Bruneau,F,1999-11-26,Guillaume,FR,FR,,,SE,6140178251269,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05808,Noël,Boulay,M,1955-04-12,Pruvost,CH,CH,,,IN,4083081113241,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05809,Jacqueline,Pascal,M,1968-10-09,MonnierBourg,FR,FR,,,VE,4205116841620,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05810,Agathe,Maurice,M,1995-06-13,Saint Zacharie,CH,ES,,,VE,9179421091564,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05811,Chantal,Auger,M,1999-03-03,Chartier-la-Forêt,IT,IT,,,IN,1150408041375,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05812,Aurore,Paris,M,1998-05-23,Sainte Luce,FR,FR,2021-04-06,Pelletier-sur-Mer,MA,0735284141530,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05813,Véronique,Rousset,M,1998-12-18,Picardboeuf,FR,FR,,,MA,7910386182436,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05814,Martine,Nguyen,F,1991-02-27,Dufournec,FR,FR,,,IN,7239146801574,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05815,Simone,Giraud,M,1957-08-14,Sainte Anastasie,CH,CH,,,MA,7761544933039,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05816,Christine,Marchand,F,1998-02-15,Merle-sur-Roy,IT,IT,,,VE,0701827609549,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05817,Agnès,Schneider,F,1994-08-19,Valette,CH,CH,2019-05-13,Gallet,IN,4429625808577,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05818,Alix,Faure,F,1986-08-05,Michaud-sur-Roy,CH,ES,,,CE,0213959900487,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05819,Frédérique,Leroux,M,1950-04-10,Vidal,DE,DE,,,CE,2303018037618,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05820,Adèle,Petit,F,1989-05-13,Saint Adriennenec,DE,DE,,,IN,1380114814192,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05821,Jean,Boulay,F,1964-08-17,Cohen,FR,FR,1979-10-03,Courtois,CE,9327762825497,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05822,Antoinette,Roche,M,1978-02-23,Samson-sur-Deschamps,CH,CH,,,VE,3047706662583,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05823,Jules,Imbert,F,1992-04-02,Saint Claude,FR,GB,,,CE,2557509369269,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05824,Jean,Goncalves,M,1985-12-28,Paris,CH,CH,,,IN,3383111091571,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05825,Emmanuel,Hervé,F,1952-01-01,Baudry-sur-Roger,CH,CH,,,MA,63271006591738869461,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05826,Jeannine,Dubois,M,1975-01-06,Sainte Anaïs,IT,IT,,,CE,9186223294676,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05827,Jean,Lemonnier,F,1969-10-13,Fournier-les-Bains,CH,IT,,,MA,7485312080334,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05828,Anouk,Alexandre,F,1997-04-17,Sainte Véronique,FR,FR,,,VE,9498106342238,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05829,Zacharie,Roux,M,1950-09-19,Alves-sur-Perret,CH,CH,1952-01-09,Gonzalez,VE,8743918370672,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05830,Daniel,Martel,F,1993-09-03,Jourdan,IT,IT,,,MA,8158029980429,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05831,Augustin,Moreau,M,1974-03-23,Bonneau,CH,CH,,,DI,3404583446112,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05832,Denis,Girard,M,1982-10-11,Saint Patrickboeuf,DE,DE,,,DI,9191280816003,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05833,Paulette,Bourgeois,M,1966-07-10,Legendre-les-Bains,FR,FR,1995-04-28,Renard,IN,4803216215975,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05834,Théophile,Barthelemy,M,1800-01-01,Saint Jeanne-sur-Mer,IT,IT,,,SE,9274871048560,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05835,Alex,Thomas,M,1992-05-13,Sainte Alphonse,DE,DE,,,MA,2622045245324,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05836,Éléonore,Meunier,F,1989-01-17,ValléeVille,DE,DE,,,CE,9069016143806,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05837,Tristan,Alexandre,F,1982-05-15,Alexandre,CH,CH,,,MA,3037432753171,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05838,Frédéric,Pottier,F,1963-08-04,Lefèvredan,IT,US,1985-06-04,Dumontnec,VE,8654715399526,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05839,Roland,Carpentier,F,1996-04-03,Delannoyboeuf,DE,DE,,,VE,4992464712123,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05840,Alain,Garcia,M,1977-03-02,Germain-sur-Dumas,CH,ES,,,MA,3351689762748,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05841,Célina,Giraud,F,1982-04-02,Dupuy,IT,IT,,,MA,6612681137673,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05842,Audrey,Robin,F,1987-04-23,Lamy-les-Bains,FR,FR,,,IN,3754768590148,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05843,Maurice,Maillet,F,2004-07-14,Saint Louisnec,CH,CH,,,IN,6878622061413,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05844,Gabriel,Richard,M,1969-03-06,Poirier-sur-Carre,CH,US,,,VE,0630407963858,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05845,Michèle,Morin,F,1965-04-07,Ribeiro-les-Bains,IT,IT,,,SE,3571401731073,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05846,Luc,Auger,F,1956-12-10,Sainte Adèle-la-Forêt,DE,DE,,,DI,0167412248640,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05847,Thérèse,Hervé,M,1958-06-03,Saint Céline-les-Bains,DE,DE,,,DI,4557387421750,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05848,Célina,Lelièvre,F,1976-09-19,Barbeboeuf,DE,XXX,,,VE,4980639379645,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05849,Christiane,De Oliveira,F,1954-03-03,Sainte Marine,FR,ES,2024-12-17,Deschamps,SE,3448371196959,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05850,Josette,Klein,F,1958-08-24,Ferrand,FR,FR,,,DI,4799459559408,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05851,Benjamin,Lopes,F,1983-02-01,Mullerdan,DE,DE,,,IN,6073443121156,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05852,Victor,Leblanc,M,1964-09-28,Sainte AlphonseBourg,IT,IT,,,SE,6063607773482,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05853,Victoire,Costa,M,2010-07-23,Chauvet-sur-Moreno,DE,DE,,,CE,4084857782635,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05854,Laurent,Giraud,M,1974-03-22,Rocher,IT,IT,,,VE,0659728885973,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05855,Jules,Dupont,M,1966-06-23,Renault,IT,IT,,,VE,7700398001622,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05856,Gabrielle,Vasseur,M,2000-06-07,Le Gall-la-Forêt,CH,CH,,,CE,4942422588722,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05857,Pénélope,Da Costa,F,1951-09-14,Sainte Jean-sur-Mer,CH,CH,,,SE,9806238483132,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05858,René,Barre,M,1952-09-06,Valetteboeuf,DE,DE,,,VE,1906930778905,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05859,Stéphanie,Pierre,F,1992-08-01,Perrier-la-Forêt,CH,CH,,,SE,2085140701502,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05860,Caroline,Colas,M,1972-12-15,Saint Agathe,CH,CH,,,MA,2728998735199,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05861,Théodore,Leleu,F,1963-08-19,Lemaître-sur-Mer,CH,CH,,,DI,7323923946308,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05862,Alexandria,Samson,M,2100-01-01,Humbert,FR,FR,,,MA,1647860455353,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05863,Gabrielle,Duhamel,IN,1960-05-06,Sainte Marie,IT,IT,,,VE,4553833908877,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05864,Chantal,Giraud,M,1968-02-06,Blondel,IT,IT,,,CE,4307708715599,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05865,Bernadette,Peron,F,1984-04-17,Andre,IT,ES,,,IN,1151645208359,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05866,Marcelle,Richard,M,1983-08-27,Sainte Michel,IT,GB,1988-10-25,Marquesboeuf,MA,2246340006094,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05867,Christine,Traore,M,2007-12-27,Roger,FR,FR,,,SE,9823734277627,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05868,Éric,Michaud,F,1980-08-21,Huet,IT,IT,,,VE,1487034884224,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05869,Tristan,Valette,M,1992-04-23,Marion-sur-Durand,CH,CH,,,CE,9990473377674,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05870,Victoire,David,M,1979-03-15,Valette-sur-Vasseur,FR,IT,,,MA,1840952569024,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05871,Christiane,Joubert,F,1995-02-23,Sainte Margotnec,IT,IT,,,CE,1816857324278,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05872,Benoît,Schneider,F,1992-07-08,Jourdannec,FR,US,,,CE,8337472193165,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05873,Nathalie,Gauthier,F,1986-04-21,Louis,CH,CH,,,VE,2645600152646,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05874,Cécile,Bodin,F,1982-10-17,Charles-la-Forêt,IT,IT,,,DI,9515044288602,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05875,Marcel,Albert,F,1977-12-01,Sainte Nathalie,FR,FR,,,DI,4573160740809,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05876,Alexandria,Perez,F,2019-12-12,Chrétiendan,DE,IT,,,VE,8680040864538,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05877,Zoé,Gilles,M,1954-11-28,Legros,CH,DE,,,DI,3622997767849,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05878,Pierre,Legros,F,1996-07-25,Payetnec,CH,CH,2012-02-05,,DI,1642818114473,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05879,Olivie,Rey,M,1984-04-28,LenoirBourg,FR,FR,,,VE,1514064984816,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05880,Alexandrie,Delmas,F,1966-01-11,Lemonnier,DE,DE,,,VE,0112702944276,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05881,Emmanuel,Paul,F,1989-08-09,Blondel,CH,CH,,,CE,3743825995197,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05882,Océane,Raynaud,F,1993-05-07,Fontaine-sur-Lopez,FR,US,,,MA,3634456618206,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05883,Henri,Sauvage,F,1951-08-10,Grenier-les-Bains,DE,DE,,,SE,6721560907108,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_05884,Hortense,Masson,M,1980-09-25,Sainte Xavier,CH,CH,2012-11-12,Sainte Manon,VE,8736409591489,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
